state,district,commodity,forecast_horizon_months,forecast_month,current_price,predicted_price,lower_bound,upper_bound,price_change_pct,market_signal,uncertainty_level,weather_risk_level,weather_disruption_score,weather_data_status,market_insight,uncertainty_insight,weather_insight,planning_context,farmer_insight,decision_warning,recommendation_status,market_data_status,forecast_data_status,explainability_status
Jharkhand,Jamshedpur,Rice,2,2026-10-01,3284.445806451613,3649.647796119473,3564.74805542522,3742.211792114695,11.119135805209398,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to increase by 11.1% over the selected horizon.,"The estimated price range is ₹3,565 to ₹3,742. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Rice is forecast to increase by 11.1% over the selected horizon. The estimated price range is ₹3,565 to ₹3,742. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Rice,3,2026-11-01,3284.445806451613,3763.604590245442,3713.763801075269,3812.933414623656,14.588725527229618,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to increase by 14.6% over the selected horizon.,"The estimated price range is ₹3,714 to ₹3,813. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Rice is forecast to increase by 14.6% over the selected horizon. The estimated price range is ₹3,714 to ₹3,813. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Tomato,1,2026-09-01,2066.0709677419354,2132.6224203421,2093.305732019116,2172.8062503225806,3.2211600491584598,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 3.2% over the selected horizon.,"The estimated price range is ₹2,093 to ₹2,173. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 3.2% over the selected horizon. The estimated price range is ₹2,093 to ₹2,173. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Tomato,2,2026-10-01,2066.0709677419354,2166.2130134549984,2117.8580045161293,2223.799864650538,4.846979957446037,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 4.8% over the selected horizon.,"The estimated price range is ₹2,118 to ₹2,224. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 4.8% over the selected horizon. The estimated price range is ₹2,118 to ₹2,224. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Tomato,3,2026-11-01,2066.0709677419354,2181.366436011684,2133.425535752688,2233.9775544354834,5.58042148938176,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 5.6% over the selected horizon.,"The estimated price range is ₹2,133 to ₹2,234. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 5.6% over the selected horizon. The estimated price range is ₹2,133 to ₹2,234. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Wheat,1,2026-09-01,3126.059677419355,3257.3747463147606,3198.414708736559,3318.205679922136,4.200657775151934,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 4.2% over the selected horizon.,"The estimated price range is ₹3,198 to ₹3,318. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 4.2% over the selected horizon. The estimated price range is ₹3,198 to ₹3,318. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Wheat,2,2026-10-01,3126.059677419355,3452.954566342776,3410.4655,3536.363187615208,10.457090479900293,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 10.5% over the selected horizon.,"The estimated price range is ₹3,410 to ₹3,536. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 10.5% over the selected horizon. The estimated price range is ₹3,410 to ₹3,536. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Jamshedpur,Wheat,3,2026-11-01,3126.059677419355,3628.531169457712,3557.4274726574504,3706.173481413211,16.0736372266943,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Wheat is forecast to increase by 16.1% over the selected horizon.,"The estimated price range is ₹3,557 to ₹3,706. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Wheat is forecast to increase by 16.1% over the selected horizon. The estimated price range is ₹3,557 to ₹3,706. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Onion,1,2026-09-01,3204.0106451612905,3332.9149727362114,3296.232047715054,3381.084444560816,4.0232178307395055,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Onion is forecast to increase by 4.0% over the selected horizon.,"The estimated price range is ₹3,296 to ₹3,381. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Onion is forecast to increase by 4.0% over the selected horizon. The estimated price range is ₹3,296 to ₹3,381. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Onion,2,2026-10-01,3204.0106451612905,3413.61255362414,3370.273396313364,3463.238008064517,6.541860551536908,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Onion is forecast to increase by 6.5% over the selected horizon.,"The estimated price range is ₹3,370 to ₹3,463. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Onion is forecast to increase by 6.5% over the selected horizon. The estimated price range is ₹3,370 to ₹3,463. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Onion,3,2026-11-01,3204.0106451612905,3432.443632436271,3378.97001172043,3477.5971477534563,7.12959514101368,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Onion is forecast to increase by 7.1% over the selected horizon.,"The estimated price range is ₹3,379 to ₹3,478. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Onion is forecast to increase by 7.1% over the selected horizon. The estimated price range is ₹3,379 to ₹3,478. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Potato,1,2026-09-01,1445.6093548387096,1442.311400991455,1425.5861158064515,1461.654028870968,-0.22813589551117264,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Potato is forecast to remain relatively stable, with an estimated change of -0.2%.","The estimated price range is ₹1,426 to ₹1,462. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Potato is forecast to remain relatively stable, with an estimated change of -0.2%. The estimated price range is ₹1,426 to ₹1,462. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Potato,2,2026-10-01,1445.6093548387096,1468.9172295679612,1436.753050015361,1510.790652016129,1.6123217971187036,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Potato is forecast to remain relatively stable, with an estimated change of +1.6%.","The estimated price range is ₹1,437 to ₹1,511. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Potato is forecast to remain relatively stable, with an estimated change of +1.6%. The estimated price range is ₹1,437 to ₹1,511. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Potato,3,2026-11-01,1445.6093548387096,1541.1663099565478,1499.649126314827,1599.00604327957,6.610150577539656,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Potato is forecast to increase by 6.6% over the selected horizon.,"The estimated price range is ₹1,500 to ₹1,599. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Potato is forecast to increase by 6.6% over the selected horizon. The estimated price range is ₹1,500 to ₹1,599. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Rice,1,2026-09-01,3673.556129032258,3704.279418020901,3633.112947741936,3763.146598709678,0.8363364519146939,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of +0.8%.","The estimated price range is ₹3,633 to ₹3,763. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of +0.8%. The estimated price range is ₹3,633 to ₹3,763. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Rice,2,2026-10-01,3673.556129032258,3677.737370715762,3600.064956003584,3737.4200668202766,0.11382000265246048,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of +0.1%.","The estimated price range is ₹3,600 to ₹3,737. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of +0.1%. The estimated price range is ₹3,600 to ₹3,737. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Rice,3,2026-11-01,3673.556129032258,3562.0286315498274,3474.213698986175,3662.429062903225,-3.0359546326521163,FALLING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 3.0% over the selected horizon.,"The estimated price range is ₹3,474 to ₹3,662. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 3.0% over the selected horizon. The estimated price range is ₹3,474 to ₹3,662. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Tomato,1,2026-09-01,1601.7548387096774,1624.0135999335885,1584.6882930645163,1657.9259327956993,1.389648445940828,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Tomato is forecast to remain relatively stable, with an estimated change of +1.4%.","The estimated price range is ₹1,585 to ₹1,658. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Tomato is forecast to remain relatively stable, with an estimated change of +1.4%. The estimated price range is ₹1,585 to ₹1,658. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Tomato,2,2026-10-01,1601.7548387096774,1665.1286792336582,1629.4362782258063,1720.1939876344088,3.956525617555352,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 4.0% over the selected horizon.,"The estimated price range is ₹1,629 to ₹1,720. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 4.0% over the selected horizon. The estimated price range is ₹1,629 to ₹1,720. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Tomato,3,2026-11-01,1601.7548387096774,1770.967028858525,1730.7225875192016,1834.8442062041304,10.56417536938172,RISING,LOW,LOW,0,SYNTHETIC_DEMO_DATA,Tomato is forecast to increase by 10.6% over the selected horizon.,"The estimated price range is ₹1,731 to ₹1,835. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Tomato is forecast to increase by 10.6% over the selected horizon. The estimated price range is ₹1,731 to ₹1,835. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Wheat,1,2026-09-01,3725.158064516129,3779.368579911572,3756.335794175628,3808.176275403226,1.4552540981233397,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Wheat is forecast to remain relatively stable, with an estimated change of +1.5%.","The estimated price range is ₹3,756 to ₹3,808. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Wheat is forecast to remain relatively stable, with an estimated change of +1.5%. The estimated price range is ₹3,756 to ₹3,808. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Wheat,2,2026-10-01,3725.158064516129,3766.84265820174,3734.694800921659,3789.966368131869,1.1190020118253878,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Wheat is forecast to remain relatively stable, with an estimated change of +1.1%.","The estimated price range is ₹3,735 to ₹3,790. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Wheat is forecast to remain relatively stable, with an estimated change of +1.1%. The estimated price range is ₹3,735 to ₹3,790. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Jharkhand,Ranchi,Wheat,3,2026-11-01,3725.158064516129,3690.474206273616,3638.2823856374807,3769.415479120235,-0.9310707798655029,STABLE,LOW,LOW,0,SYNTHETIC_DEMO_DATA,"Wheat is forecast to remain relatively stable, with an estimated change of -0.9%.","The estimated price range is ₹3,638 to ₹3,769. Uncertainty level: LOW.",Low weather-disruption signal is present in the available weather data.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Wheat is forecast to remain relatively stable, with an estimated change of -0.9%. The estimated price range is ₹3,638 to ₹3,769. Uncertainty level: LOW. Low weather-disruption signal is present in the available weather data.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Onion,1,2026-09-01,3035.7767741935486,2955.4024327407324,2877.24482296467,3034.258077419355,-2.6475708667402795,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Onion is forecast to decrease by 2.6% over the selected horizon.,"The estimated price range is ₹2,877 to ₹3,034. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Onion is forecast to decrease by 2.6% over the selected horizon. The estimated price range is ₹2,877 to ₹3,034. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Onion,2,2026-10-01,3035.7767741935486,2936.089906846623,2857.3487956989247,3012.498953118279,-3.2837350952264095,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Onion is forecast to decrease by 3.3% over the selected horizon.,"The estimated price range is ₹2,857 to ₹3,012. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Onion is forecast to decrease by 3.3% over the selected horizon. The estimated price range is ₹2,857 to ₹3,012. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Onion,3,2026-11-01,3035.7767741935486,3007.065842017461,2869.180548924732,3112.4080403225807,-0.9457524156635236,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,"Onion is forecast to remain relatively stable, with an estimated change of -0.9%.","The estimated price range is ₹2,869 to ₹3,112. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Onion is forecast to remain relatively stable, with an estimated change of -0.9%. The estimated price range is ₹2,869 to ₹3,112. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Potato,1,2026-09-01,1583.9135483870969,1628.6640811493517,1584.4298688172046,1666.9077208406168,2.8253140967083956,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Potato is forecast to increase by 2.8% over the selected horizon.,"The estimated price range is ₹1,584 to ₹1,667. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Potato is forecast to increase by 2.8% over the selected horizon. The estimated price range is ₹1,584 to ₹1,667. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Potato,2,2026-10-01,1583.9135483870969,1714.698792784152,1650.5537862449378,1775.3676194623658,8.257094873027256,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Potato is forecast to increase by 8.3% over the selected horizon.,"The estimated price range is ₹1,651 to ₹1,775. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Potato is forecast to increase by 8.3% over the selected horizon. The estimated price range is ₹1,651 to ₹1,775. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Potato,3,2026-11-01,1583.9135483870969,1811.8089625709788,1764.2166555555557,1856.1245124470515,14.388122029510287,RISING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Potato is forecast to increase by 14.4% over the selected horizon.,"The estimated price range is ₹1,764 to ₹1,856. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates an upward market signal, but the uncertainty range should still be considered.","Potato is forecast to increase by 14.4% over the selected horizon. The estimated price range is ₹1,764 to ₹1,856. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Rice,1,2026-09-01,3803.744516129033,3772.536009786926,3751.977097311828,3794.597766619593,-0.820467994361169,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,"Rice is forecast to remain relatively stable, with an estimated change of -0.8%.","The estimated price range is ₹3,752 to ₹3,795. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Rice is forecast to remain relatively stable, with an estimated change of -0.8%. The estimated price range is ₹3,752 to ₹3,795. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Rice,2,2026-10-01,3803.744516129033,3677.699019025111,3622.854602419354,3745.907862365592,-3.3137214281729728,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 3.3% over the selected horizon.,"The estimated price range is ₹3,623 to ₹3,746. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 3.3% over the selected horizon. The estimated price range is ₹3,623 to ₹3,746. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Rice,3,2026-11-01,3803.744516129033,3571.2867209917417,3519.434989247312,3625.4024428571424,-6.111288341043924,FALLING,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,Rice is forecast to decrease by 6.1% over the selected horizon.,"The estimated price range is ₹3,519 to ₹3,625. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,"The forecast indicates a downward market signal, so alternative market scenarios should be considered.","Rice is forecast to decrease by 6.1% over the selected horizon. The estimated price range is ₹3,519 to ₹3,625. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
Uttar Pradesh,Kanpur,Tomato,1,2026-09-01,1933.9774193548387,1967.870750466135,1945.239267849462,2001.4713523809523,1.752519485082861,STABLE,LOW,HIGH,3,SYNTHETIC_DEMO_DATA,"Tomato is forecast to remain relatively stable, with an estimated change of +1.8%.","The estimated price range is ₹1,945 to ₹2,001. Uncertainty level: LOW.",High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.,The forecast indicates a relatively stable market signal. Use the uncertainty range for planning.,"Tomato is forecast to remain relatively stable, with an estimated change of +1.8%. The estimated price range is ₹1,945 to ₹2,001. Uncertainty level: LOW. High weather-disruption signal is present. Consider weather-related supply uncertainty when interpreting the market forecast.","This is decision-support information, not a guarantee of future price, yield, revenue, or profit.",INFORMATIONAL_DECISION_SUPPORT,SYNTHETIC_DEMO_DATA,MODEL_FORECAST_DEMO,RULE_BASED_EXPLANATION
